Title,Description,Webpage,TaDiRAH goals & methods,Code license,Developer,Platform,Status,Tags,TAPoR,DiRT URL,Updated date
Chartle,"Create simple charts.
",http://www.chartle.net/,Publishing,,Dieter Krachtus,Run in Browser,Active,"charts, data visualization, Javascript",,http://dirtdirectory.org/resources/chartle,12/29/14
Scripto,"Scripto is an engine for crowdsourcing the transcription of content that can be integrated with a custom transcription GUI and existing CMS.
",http://scripto.org/,,,Roy Rosenzweig Center for History and New Media (CHNM),Run in Browser,,"PHP, crowdsourcing, transcription, version control, DH Answers",,http://dirtdirectory.org/resources/scripto,5/21/15
LC Newspaper Viewer,"The LC Newspaper Viewer is an open-source web application that understands how to model newspaper data created according to a set of technical guidelines, with the goal of publishing an online archive like Chronicling America.
",https://sourceforge.net/projects/loc-ndnp/,"Capture, Publishing",Open source,Library of Congress,Run in Browser,Active,"newspaper, archives, DH Answers",,http://dirtdirectory.org/resources/lc-newspaper-viewer,2/23/16
RStudio,"RStudio is an integrated development environment (IDE) for R. It is available in both open source and consumer versions, and can run either on your desktop, or through a browser connected to RStudio Server. Features include syntax highlighting, code completion, smart indentation, and an interactive debugger.
",https://www.rstudio.com/products/rstudio/,"Creation, Programming",Open source,RStudio,Other,,"Graphical User Interface (GUI), statistics, charts, analysis, DH Answers",,http://dirtdirectory.org/resources/rstudio,7/14/15
SmartScore,"SmartScore takes an image of a music score and converts it into an editable format, including MusicXML.
",http://www.musitek.com/,,,,Other,,"music, OCR, score, PDF, MusicXML, MIDI",,http://dirtdirectory.org/resources/smartscore,12/29/14
PhotoScore,"PhotoScore takes an image of a music score-- including handwritten scores-- and outputs it in an editable format, including MusicXML.
",http://www.neuratron.com/photoscore.htm,,,,Other,,"music, MusicXML, OCR, MIDI, DH Answers",,http://dirtdirectory.org/resources/photoscore,12/29/14
Your Twapper Keeper,"TwapperKeeper is now called Hootsuite Archives and can be accessed from within Hootsuite.
",https://hootsuite.com/,"Capture, Conversion, Gathering, Other (storage), Archiving",Closed source,,Other,No longer supported,"Twitter, export, HTML, JSON, xlsx, RSS",,http://dirtdirectory.org/resources/your-twapper-keeper,12/13/15
Twapper Keeper,"Twapper Keeper lets users create an archive of tweets based on hashtag, keyword, or person, for them to review online.
",http://twapperkeeper.com/index.html,,,,Run in Browser,No longer supported,"archives, analysis, DH Answers",,http://dirtdirectory.org/resources/twapper-keeper,12/29/14
Twitter,"Twitter allows users to send 140-character messages. There is a thriving digital humanities community of Twitter users. This tool is great for communicating and sharing ideas, micro-blogging, real-time communication. You can follow tweets about digital humanities https://twitter.com/hashtag/digitalhumanities.
",https://twitter.com/,"Dissemination, Communicating, Crowdsourcing, Publishing, Sharing, Collaboration",Closed source,,Run in Browser,Active,"microblogging, social networking, real-time communication, communicating",,http://dirtdirectory.org/resources/twitter,5/21/15
Aruspix,"post is very well written with lot of useful information for me. I am happy to find your great way of writing the post. With your generous help it is easier for me to understand and implement the concept. Thank you for the post.
car for sale
new car leasing
",http://www.aruspix.net/,,,,,,"music, collation, OCR, DH Answers, history",,http://dirtdirectory.org/resources/aruspix,12/29/14
Denemo,"Denemo is a music notation editor with a graphical user interface that allows users to enter notation for typesetting by the LilyPond music engraver.
",http://denemo.org/,,"GNU GPL, Open source",,Other,,"music, score",,http://dirtdirectory.org/resources/denemo,12/29/14
LilyPond,"LilyPond is text-based music engraving software, with specific text input conventions.
",http://lilypond.org/,,"GNU GPL, Open source",,Other,,"music, score",,http://dirtdirectory.org/resources/lilypond,4/19/16
Finale,"Finale is music notation software with MusicXML support.
",http://www.finalemusic.com,,,,Other,,"music, MusicXML, MIDI, score",,http://dirtdirectory.org/resources/finale,5/28/15
Sibelius,"Sibelius is music notation software with MusicXML support.
",http://www.sibelius.com/,,,,Other,,"MusicXML, music, score",,http://dirtdirectory.org/resources/sibelius,5/27/15
SharpEye,"SharpEye is music scanning/""OCR"" software that can convert an image of a score into an editable format such as MusicXML.
",http://www.visiv.co.uk/,,,,Other,,"MIDI, NIFF, MusicXML, OCR, scanning, music, DH Answers",,http://dirtdirectory.org/resources/sharpeye,5/28/15
capella-scan,"capella-scan can ""OCR"" music scores from PDF or common image formats and output the results in MusicXML for use with common music editing software.
",http://www.capella-software.com/de/index.cfm/produkte/capella-scan/,,,,Other,,"music, MusicXML, CapXML, OCR, PDF, scanning, DH Answers",,http://dirtdirectory.org/resources/capella-scan,2/23/16
PDFtoMusic Pro,"PDFtoMusic Pro converts PDFs created by other music notation programs to MusicXML scores.
",http://www.myriad-online.com/en/products/pdftomusicpro.htm,,,,Other,,"MusicXML, music, PDF, DH Answers",,http://dirtdirectory.org/resources/pdftomusic-pro,5/22/15
WordSmith,"WordSmith allows users to develop concordances, find keywords, and develop word lists from plain text files.
",http://www.lexically.net/wordsmith/index.html,"Analysis, Stylistic Analysis",,"Lexical Analysis Software Ltd., Oxford University Press",Other,,"concordance, word frequency, word list, TXT",,http://dirtdirectory.org/resources/wordsmith,5/22/15
Word Hoard,"""In the WordHoard environment, texts are annotated or tagged by morphological, lexical, prosodic, and narratological criteria. They are mediated through a 'digital page' or user interface that lets scholarly but non-technical users explore the greatly increased query potential of textual data kept in such a form.""
",http://wordhoard.northwestern.edu/userman/index.html,,"GNU GPL, Open source",,Other,,"tagging, morphological analysis, Shakespeare, tagged data, Spenser, Chaucer, frequency, word frequency",,http://dirtdirectory.org/resources/word-hoard,12/29/14
Wmatrix,"Wmatrix is web-based software for corpus analysis and comparison. It provides a web interface to the USAS and CLAWS corpus annotation tools, and standard corpus linguistic methodologies such as frequency lists and concordances. It also extends the keywords method to key grammatical categories and key semantic domains.
",http://ucrel.lancs.ac.uk/wmatrix/,,,,Run in Browser,,"word frequency, concordance, corpus, Ngrams, tagging, cgrams, frequency",,http://dirtdirectory.org/resources/wmatrix,12/29/14
Whatizit,"Whatizit can ingest up to 500,000 terms pasted into the input box and execute any of the pre-defined text analysis pipelines.
",http://www.ebi.ac.uk/webservices/whatizit/info.jsf,"Capture, DataRecognition, Analysis, Structural Analysis, Stylistic Analysis",,European Bioinformatics Institute,Run in Browser,,"data pipeline, text analysis",,http://dirtdirectory.org/resources/whatizit,5/23/15
TextSTAT- Simple Text Analysis Tool,"""TextSTAT is a simple programme for the analysis of texts. It reads plain text files (in different encodings) and HTML files (directly from the internet) and it produces word frequency lists and concordances from these files. This version includes a web-spider which reads as many pages as you want from a particular website and puts them in a TextSTAT-corpus. The new news-reader, too, puts news messages in a TextSTAT-readable corpus file.
TextSTAT reads MS Word and OpenOffice files. No conversion needed, just add the files to your corpus...
In TextSTAT you can use regular expression which provides you with powerful search possibilities. The programme is multilingual. Because it uses Unicode internally, TextSTAT can cope with many different languages and file encodings. ""
",http://neon.niederlandistik.fu-berlin.de/en/textstat/,"Analysis, Stylistic Analysis",,freie universität berlin,Other,,"concordance, word frequency, web spider",,http://dirtdirectory.org/resources/textstat-simple-text-analysis-tool,3/24/15
Textpresso,"A text-mining system for scientific literature. Textpresso's two major elements are (1) access to full text, so that entire articles can be searched, and (2) introduction of categories of biological concepts and classes that relate to objects (e.g., association, regulation, etc.) or describe one (e.g., methods, etc).
",http://www.textpresso.org/,"Capture, Discovering, Gathering, Analysis, Content Analysis",Open source,California Institute of Technology,Other,Active,full-text search,,http://dirtdirectory.org/resources/textpresso,5/28/15
TextGrid,"TextGrid is a virtual research environment (VRE) for the humanities, providing integrated access to specialized tools, services and content, and serving as a long-term archive for research data in the humanities.
",http://www.textgrid.de/en/,,,,,,"VRE, Virtual Research Environment, linguistics, grid, cloud storage",,http://dirtdirectory.org/resources/textgrid,5/22/15
Text Analysis For Me Too (TAToo),"TAToo is an embeddable Flash widget that displays TAPOR analytics for the page on which it resides.
",http://www.tapor.ca,Content Analysis,Apache License,"Geoffrey Rockwell, Peter Organisciak, University of Alberta, Globalization and Autonomy, Stan Ruecker",Run in Browser,Beta,"text analysis, Flash",,http://dirtdirectory.org/resources/text-analysis-me-too-tatoo,2/23/16
Text Analysis Markup System (TAMS) Analyzer,"TAMS Analyzer is a program that works with TAMS to let you assign ethnographic codes to passages of a text just by selecting the relevant text and double clicking the name of the code on a list. It then allows you to extract, analyze, and save coded information.
",http://tamsys.sourceforge.net/,"Enrichment, Annotating, Analysis, Content Analysis","Open source, GNU GPL",Matthew Weinstein,Other,,"ethnography, coding, metadata, ethnographic codes, qualitative analysis",,http://dirtdirectory.org/resources/text-analysis-markup-system-tams-analyzer,3/24/15
TagCrowd,"TagCrowd is a web-based word cloud generator that can accept a URL, text, or an uploaded plain text file. Options are provided to show word frequency, exclude particular words, and more.
",http://tagcrowd.com/,"Visualization, Communicating, Publishing",,,Run in Browser,Active,word cloud,,http://dirtdirectory.org/resources/tagcrowd,6/15/16
Python,"A general-purpose high-level programming language that places an emphasis upon code readability. Python supports a number of development models, including object oriented, imperative, and functional design. It provides automatic memory management and a fully dynamic type system.
Features: 
Very clear, readable syntax

Strong introspection capabilities

Intuitive object orientation

Natural expression of procedural code

Full modularity, supporting hierarchical packages

Exception-based error handling

Very high level dynamic data types

Extensive standard libraries and third party modules for virtually every task

Extensions and modules easily written in C, C++ (or Java for Jython, or .NET languages for IronPython)

Embeddable within applications as a scripting interface
",https://www.python.org/,,"Python Software Foundation, Open source",Python Software Foundation,Other,,"Java, Programming language, C, C++, COM, CORBA, eXtensible Markup Language (XML), Microsoft's .NET Framework, XML RCP",,http://dirtdirectory.org/resources/python,5/22/15
Stanford POS Tagger,"The Stanford Part-of-Speech Tagger includes English, Arabic, Chinese, and German tagger modules.
",http://nlp.stanford.edu/software/tagger.shtml,,"GNU GPL, Open source",Stanford University,,,"NLP, natural language processing, Java, linguistics, corpus linguistics, Arabic, Chinese, German, tsv",,http://dirtdirectory.org/resources/stanford-pos-tagger,5/27/15
Readware Information Processor,"The main programs that comprise the Information processor are called the analyst server and query or knowledge processor. The analyst program can be called from a command line,  from an html form, or through a TCP/IP socket protocol.  The query processor can be accessed with any browser using HTML commands. It analyzes text and allows the user to search it.
",http://www.readware.com/prod_infoproc.asp,"Analysis, Content Analysis",Closed source,"Management Information Technologies, Inc. (MITi)",Other,Active,"text analysis, query server, knowledge processor",,http://dirtdirectory.org/resources/readware-information-processor,12/29/14
MMax2,"MMax2 is a text annotation tool for creating and visualizing annotations. It has advanced and customizable methods for information and relation visualization.
Features: 
Determination of the word class / part of speech (POS) for words in a text
Determination of word senses, including the disambiguation of homonymous and polysemous words
Detection of anaphoric expressions and identification of their antecedents
",http://mmax2.net,,,,,,"annotation, Corpus annotation, corpus linguistics",,http://dirtdirectory.org/resources/mmax2,12/29/14
GeoParser,"GeoParser is a text analysis tool that may be used to identify and tag references to geographic location in a text resource using Natural Language Processing to analyse the composition of a resource and identifying words that match its geographic database. The approach is useful for processing names that may have one of several locations (e.g. Belfast in Ireland, New Zealand and Canada) and distinguishing names that may be confused with other common words (e.g. Reading in Berkshire and reading as an activity). GeoParser may be used with GeoCrossWalk to tag a place name with full geographical coordinates (e.g. an OS National Grid Reference).
",http://edina.ac.uk/projects/geoxwalk/geoparser.html,,,University of Edinburgh School of Informatics - Language Technology Group,Run in Browser,No longer supported,"Geoparser, parsing, geohumanities",,http://dirtdirectory.org/resources/geoparser,6/7/16
GeoNames,"A global geographical database that may be used to identify and tag all references to location. The database contains over 8 million entries, each of which possesses a geographic name (in various languages), latitude, longitude, elevation, population, administrative subdivision and postal codes and information on unique features.
Features: 
Built upon web service, enabling transparent look-up and use of content through third-party tools and sites
Browse by geographic location, country name, size of geographic region and other categories.
Full text search support


Extensible, enabling users to expand existing information or contribute new content
Support for the World Geodetic System 1984 (WGS84) co-ordinate system
",http://www.geonames.org/,Discovering,Creative Commons Attribution,GeoNames.org,Other,Active,"digital maps, geocoding, neogeography, geohumanities",,http://dirtdirectory.org/resources/geonames,6/7/16
NVivo,"NVivo is commercial software for qualitative analysis of unstructured data, in a range of formats and from diverse sources. Enables users to collect, organize, and analyze content from interviews, focus group discussions, surveys, audio, social media, videos, and webpages.
",http://www.qsrinternational.com/product,"Capture, Gathering, Analysis, Visualization, Content Analysis",Closed source,QSR International,Other,Active,"qualitative analysis, audio, survey, data analysis, metadata, multimedia",http://www.tapor.ca/?id=242,http://dirtdirectory.org/resources/nvivo,10/30/15
Exceed,"Exceed is a PC X server system which allows for graphical user interface (GUI) interactions with networked computers. Exceed provides data exchange among applications on different platforms including UNIX, Linux, VMS, X Window Based System and IBM mainframes. Enables users to connect Microsoft Windows desktops to a wide variety of X Window-enabled servers and access X applications.
",http://connectivity.opentext.com/products/exceed.aspx,,Closed source,Open Text,Other,Active,"Graphical User Interface (GUI), networked computers, x window system, x11",,http://dirtdirectory.org/resources/exceed,12/29/14
MonoConc,"http://www.athel.com/mono.html
",http://www.athel.com/mono.html,,,,Other,,"concordance, text searching",,http://dirtdirectory.org/resources/monoconc,12/29/14
RivEx,"RivEX is a GIS tool designed to process vector river networks.  It enables the user to undertake a range of tasks associated with the spatial analysis of river networks, including checking the network for topological errors, converting a network to a measured network and generating regular or random sampling points across the network.
RivEX is an ESRI AddIn and has been developed to run on ArcGIS 10.2.1.  It is not compatible with earlier versions of ArcGIS. There is a cost associated with the software, though this has been discounted for academic use.  If you purchase this tool, you will receive all future upgrades free of charge for the current major release.
",http://www.rivex.co.uk/,Spatial Analysis,,Duncan Hornby,Other,Active,"GIS, habitat surveying, River mapping, geohumanities",,http://dirtdirectory.org/resources/rivex,6/7/16
MAXQDA,"MAXQDA is a tool for qualitative data analysis, evaluation, and text analysis. You can export parts or all data into reports in Word, Excel, XML, or Images. The MAXQDA Multimedia Browser enables to code audio and video files directly without having to create a transcript. You can code your information however you like for easy retrieval and organization.
",http://www.maxqda.com/,"Analysis, Organizing, Dissemination",Closed source,,Other,Active,"analysis, qualitative analysis, sentiment analysis",,http://dirtdirectory.org/resources/maxqda,12/29/14
oXygen XML editor,"A cross-platform XML editor that may be used to create and validate XML documents and associated schema. It fully supports XSL (both XSLT and FO), DTD, Schema (Relax RNG and W3C), Database, XQuery and CSS. OXygen XML Editor works with all XML-based technologies, including XML databases, XProc pipelines, and web services and comes with ready-to-use DITA, DocBook, TEI, and XHTML support.
Frequently updated and supported, and with a very large set of features, this software tool has proved popular with digital humanists.
",http://www.oxygenxml.com/,"Creation, Programming, Enrichment, Editing",Closed source,SyncRO Soft Ltd,Other,Active,"XML, eXtensible Markup Language (XML), parsing, Searching and querying, text encoding, Text encoding - descriptive, Text encoding - presentational, Text encoding - referential",,http://dirtdirectory.org/resources/oxygen-xml-editor,9/10/15
Linguistic Inquiry and Word Count (LIWC),"""Linguistic Inquiry and Word Count (LIWC) is a text analysis software program...LIWC is able to calculate the degree to which people use different categories of words across a wide array of texts."" Free and limited web analysis available.
",http://www.liwc.net/index.php,,,,Other,,"text analysis, word count",,http://dirtdirectory.org/resources/linguistic-inquiry-and-word-count-liwc,5/23/15
Lextek,"Lextec offers a range of services and software for full-text indexing search and retrieval; automatic classification, routing, and filtering electronic text according to user defined profiles.
",http://www.lextek.com/,,,,,,"full-text search, search, filtering, analysis",,http://dirtdirectory.org/resources/lextek,12/29/14
Chicken,"Chicken (originally called Chicken of the VNC) is a VNC client, or Virtual Network Computing, that allows you to display and interact with a remote computer while displaying it on a remote screen.
",https://sourceforge.net/projects/cotvnc/,,"GNU GPL, Open source",SourceForge,Other,,"client, remote desktop, transfer, Vnc, Chicken of the VNC",,http://dirtdirectory.org/resources/chicken,2/23/16
JGAAP (java graphical authorship attribution program),"JGAAP is software designed for textual analysis, text categorization, and authorship attribution
",http://evllabs.com/jgaap/w/index.php/Main_Page,"Analysis, Stylistic Analysis, Interpretation, Modeling",,Evaluating Variation in Language Laboratory,Run in Browser,Active,"authorship attribution, textual analysis, text categorization, Java, stylometry",,http://dirtdirectory.org/resources/jgaap-java-graphical-authorship-attribution-program,3/25/15
ICTA (internet community text analyzer),"Netlytic is a web-based system for automated text analysis and discovery of social networks from electronic communication such as emails, forums, blogs and chats. 
What can the current version of Netlytic do?
	Import and clean your data set from an RSS feed, an external database or a text file
	Find and explore emerging themes of discussions
	Build and visualize Chain Networks (social networks based on the number of messages exchanged between individuals) and Name Networks (social networks built from mining personal names).
",http://netlytic.org/,Network Analysis,,Dr. Anatoliy Gruzd,Run in Browser,Active,social media,,http://dirtdirectory.org/resources/icta-internet-community-text-analyzer,12/29/14
xMod,"xMod is a desktop application which can transform a repository of XML into a completely finished website.
The entire process can be setup and run to produce a basic website assuming some prerequisites:
A set of valid XML files. These would normally comply with a TEI DTD.
 a configuration script that indicates the relationship between files
A 'personality pack' (CSS and image files) that determine its visual appearance. However if they are not present, the completed website falls back on a default look and feel.
Some features include: 
Batch file processing
Modular XSLT structure, with special libraries for different transformation scenarios
Ability to group files for generation of indices at document and intra-document level
",http://rae2007.cch.kcl.ac.uk/xmod/index.html,"Creation, Web development, Interpretation, Modeling","Open source, GNU GPL, GNU GPL v2","Centre for Computing in the Humanities, King's College London",,No longer supported,"Docbook, encoding, eXtensible Markup Language (XML), markup, Perl, TEI, web site",,http://dirtdirectory.org/resources/xmod,12/29/14
IBM InfoSphere,"IBM InfoSphere is intended for enterprise-scale data warehouses, delivering access to structured and unstructured information and operational and transactional data.
",http://www.ibm.com/software/products/us/en/infwaree,Structural Analysis,,IBM,Other,Active,"warehouse, parallel processing, mashup",,http://dirtdirectory.org/resources/ibm-infosphere,12/29/14
Wavesurfer,"A software tool for the manipulation of audio recordings. Wavesurfer provides basic audio editing function, such as excision, copying, pasting, zero-crossing adjustment, and effects such as fading, normalization, echo, inversion, reversal, replacement with silence, and DC-removal.
Features: 
Audio format support, including WAV, AU, AIFF, MP3, CSL, SD, Ogg/Vorbis, and NIST/Sphere
Read/write support for HTK (and MLF), TIMIT, ESPS/Waves+, and Phondat transcription formats
Direct-to-disk playback/recording enabling use of audio recordings larger than available memory
Plug-in architecture
built-in script interpreter
",http://www.speech.kth.se/wavesurfer/,Visualization,Open source,"Centre for Speech Technology (CTT), KTH",Other,Active,"audio, manipulation, playback",,http://dirtdirectory.org/resources/wavesurfer,12/29/14
Ruby on Rails,"Ruby on Rails is a web development framework written in the Ruby language. It is intended to be used with an Agile development methodology that is used by web developers for rapid development.
",http://rubyonrails.org/,,"Open source, MIT License",Rails Core Team,Other,Active,"ATOM, HyperText Markup Language (HTML), programming, web applications, web development, XML",,http://dirtdirectory.org/resources/ruby-rails,3/22/15
IBM AeroText,"IBM AeroText is an information extraction system for developing knowledge-based content analysis applications.
",http://www.rocketsoftware.com/product-categories/enterprise-search-and-text-anal...,Structural Analysis,,Lockheed Martin,,Active,"IDM, Java, C",,http://dirtdirectory.org/resources/ibm-aerotext,6/15/16
MantisBT,"MantisBT is a free popular web-based bugtracking system written in the PHP scripting language. The most common use of MantisBT is to track software defects. However, MantisBT is often configured by users to serve as a more generic issue tracking system and project management tool.
Features:
event-driven-plug-in system

works with MySQL, MS SQL, PostgreSQL, SQLite, Oracle and IBM DB2 databases


RSS Feeds


Customisable workflow


Wiki integration


Chat integration
",http://www.mantisbt.org/,,"GNU GPL, Open source",Futureware Pty Ltd,Run in Browser,,"CSS, HyperText Markup Language (HTML), MySQL, PHP, RSS, scripting language, Tracking",,http://dirtdirectory.org/resources/mantisbt,12/29/14
Basis Technology,"Basis provides natural language processing technology for the analysis of unstructured multilingual text.
",http://www.basistech.com/,,,,Other,,"text analysis, language identification, translation, multilingual",,http://dirtdirectory.org/resources/basis-technology,12/29/14
CONTENTdm,"CONTENTdm is digital collection management software that allows for the upload, description, management, and access of digital collections. CONTENTdm is mostly used by libraries, archives, museums, government agencies, universities, corporations, historical societies, and other organizations that wish to host a digital collection.

Collection storage, management, and delivery to users across the web, in any format (e.g., local history archives, newspapers, books, maps, slide libraries, audio, video)

Integrated OCR capability for full-text searching

Support for complex media; import tools and wizards

Controlled vocabulary for consistent, uniform metadata entry

Standards support (e.g., Unicode, Z39.50, Qualified Dublin Core, VRA, XML, JPEG2000, OAI-PMH)

Collection metadata harvesting to WorldCat

Flexible and fully customizable; integration with OCLC products

Website configuration tools and hosting services

Advanced customizations can be made using the CONTENTdm API



Free, 60-day evaluation available by request. CONTENTdm offers multiple licensing options based on collection size.
",http://www.oclc.org/url/?404%3Bhttp%3A%2F%2Fwww.oclc.org%2Furl%2F%3F404%3Bhttp%3...,"Interpretation, Contextualizing, Storage, Preservation, Dissemination, Publishing, Sharing",Closed source,OCLC,Other,Active,"archives, Content management, repository, curation, image collections, digital repository, digital collections",,http://dirtdirectory.org/resources/contentdm,9/7/15
ABBYY FineReader,"An (optical character recognition) engine for creating editable and searchable electronic files from scanned paper documents, PDFs and digital photographs.
Features:
Recognition of Digital Camera and Mobile Phone Camera Images

Comprehensive Language Support

Complete Integration with Popular Office Applications

PDF conversion, archiving and security
",https://www.abbyy.com/finereader/,"Capture, Transcription",Closed source,ABBYY,Other,,"transcription, OCR, scanning, Cyrillic, BMP, csv, DCX, djvu",,http://dirtdirectory.org/resources/abbyy-finereader,5/17/16
Attensity,"text analytic and data extraction framework: data and semantic analytics in a suite of business applications.
",http://www.attensity.com/,,,Attensity,Other,,"data modeling, text analysis, social media",,http://dirtdirectory.org/resources/attensity,12/29/14
ArcExplorer,"ArcExplorer is a custom mapping tool that can be used in a web browser. ArcExplorer allows you to perform a range of basic GIS functions such as display, query and retrieve data.
Features: 
Display and query a variety of standard data sources including ESRI shapefiles, ArcInfo coverages Images, ArcIMS services

Pan and zoom through multiple layers and identify, locate, and query geographic and attribute data.

Symbolize data based on attributes contained in the data layers to create thematic maps.

Perform basic spatial analysis tasks on the geographic data

Freely distributable data
",http://www.esri.com/software/arcgis/explorer/arcexplorer,Spatial Analysis,,Environmental Systems Research Institute (ESRI),Other,No longer supported,"geography, Geospatial computing, Geospatial technology, GIS, geohumanities",,http://dirtdirectory.org/resources/arcexplorer,6/7/16
Lucene,"Apache Lucene is a Java-based high-performance text search engine library.
",http://lucene.apache.org/solr/,,"Apache License, Open source",Apache Software Foundation,Other,,"cross-platform, full-text search, Indexing, Java, C, C#, Delphi, doc, HTML, ODF, PDF, Perl, PHP, Python, Ruby",,http://dirtdirectory.org/resources/lucene,12/29/14
Solr,"Solr is an open source enterprise search platform from the Apache Lucene project. It operates as a standalone full-text search server within an appropriate servlet container, such as Tomcat. Solr uses the Lucene Java search library at its core for full-text indexing and search, and has REST-like HTTP/XML and JSON APIs that make it easy to use from virtually any programming language.
",http://lucene.apache.org/solr/,,"Apache License, Open source",Apache Software Foundation,Other,,"cross-platform, full-text search, Indexing, Java, HTML, HTTP, Java, JSON APIs, PHP, Python, Ruby, XML, XSLT",,http://dirtdirectory.org/resources/solr,12/29/14
ERDAS Imagine,"ERDAS Imagine is a suite of geospatial data authoring software. The suite contains a raster graphics editor and remote sensing application that performs advanced remote sensing analysis and spatial modelling to create new information. ERDAS IMAGINE can also visualize results in 2D, 3D, video, and on cartographic quality map compositions. It is primarily designed for geospatial raster data processing and the creation of digital images for mapping use in GIS or CAD software. 

Features: 
 Image Analysis, Remote Sensing 

Parallel Batch Processing

 Spatial Modeling

High Performance Mosaicking Engine in IMAGINE Advantage

 Expanded Change Detection Tools (with Zonal Change Detection)

 ERDAS ER Mapper Algorithms

 Converts over 190 Image Formats to all Major File Formats, including GeoTIFF, NITF, CADRG, JPEG, JPEG2000, ECW and MrSID

 Implements Comprehensive OGC Web Processing Service (WPS), Web Coverage Service (WCS), Web Mapping Service (WMS) and Catalog Services for the Web (CS-W)

",http://www.hexagongeospatial.com/products/producer-suite/erdas-imagine,"Imaging, Spatial Analysis",Closed source,Hexagon Geospatial,Other,Active,"GIS, Geospatial technology, Raster image, Remote Sensing, geohumanities",,http://dirtdirectory.org/resources/erdas-imagine,6/7/16
QuarkXPress,"QuarkXPress desktop publishing software is commonly used to create page layouts for a variety of print publications such as books, newspapers, magazines, posters and brochures. Similar in function to InDesign, the main differences are Quark's unique features for exporting documents as interactive webpages as well as its widespread use by printers, typesetters and page designers.
Features: 
Enables the production of HTML and XML content without the need to convert or refine documents
Supports direct PDF importing and outputing according to regulations
Fully supports Adobe Photoshop files, avoiding complicated and time-consuming conversions
Uses OpenType and Unicode, making font and character settings easy
Free TypeTricks XTension locates overset text boxes as well as widows and orphans
Presents intuitive colour-management tools that includes the unique option of hexachrome printing
Allows the customisation of line and border dashes and stripes as well as the merging of boxes to generate complex shapes
Text runaround for hidden layers may be turned off
Shared Content instantly incorporates any text or graphic changes consistently throughout a project
XPress Composition Zones allow team members to work simulatenously on a project, with all modifications being updated instantly
Job jackets keep print job specifications consistent throughout the project, ensuring their clarity and memorability
",http://www.quark.com/,"Creation, Writing, Designing, Enrichment, Annotating, Editing",Closed source,Quark Inc,Other,Active,"HTML/XHTML, PhotoShop Document (PSD), Portable Document Format (PDF), QuarkXpress Document (QXD), Unicode, XML, 2d graphic design, Desktop publishing and pre-press, DTP, printing, Quark, QuarkXpress, typesetting",,http://dirtdirectory.org/resources/quarkxpress,12/29/14
EATS,"The Entity Authority Tool Set (EATS) is a web application for recording, editing, using and displaying authority information about entities. It is designed to allow multiple authorities to each maintain their own independent data, while operating on a common base so that information about the same entity is all in one place. EATS also comes with client tools for automatically looking up entities in a text by name and adding appropriate TEI markup.
Features: 
A web API for importing and exporting entity data

Robust searching with support for variant name forms

Support for exporting entity data in a variety of formats
",https://code.google.com/archive/p/eats,"DataRecognition, Identifying","Open source, GNU GPL",Jamie Norrish,Run in Browser,Active,"Authority Access, Authority Control, Entity Management, linked data",,http://dirtdirectory.org/resources/eats,1/26/16
Mercury Amira,"Mercury Amira is a multifaceted tool that allows for integration, manipulation, and visualisation of large sets of data. Automatic and interactive segmentation tools support processing of 3D image data.
Features: 
One platform for visualizing, analyzing and presenting

Very large data sets are easily accessible with specific readers

C++ coding wizard for technical extension and customization
",https://www.fei.com/software/amira-3d-for-life-sciences/,,,Visage Imaging GmbH,Other,,"2d imaging, 3d data capture, 3d imaging, visualization",,http://dirtdirectory.org/resources/mercury-amira,7/13/16
EndNote,"EndNote is a reference management tool developed by Thomson Reuters that allows users to 
Search databases right within EndNote
Collect full-text PDFs in one click
Organize references
Organize, rename, annotate, search and open PDFs
Sync desktop and online libraries
Build and format bibliographies
Write, polish and publish 
Share research with colleagues and team members
Network and collaborate privately with your own team, or openly with the wider research community
",http://endnote.com/,Organizing,Closed source,Thomson Reuters,Other,Active,"bibliographic management, reference management, research management, citations, annotations",,http://dirtdirectory.org/resources/endnote,12/29/14
GDAL,"Geospatial Data Abstraction Library (GDAL) is a translator library for vector and raster geospatial data formats that is released under an X/MIT style Open Source license by the Open Source Geospatial Foundation.
",http://www.gdal.org/,"DataRecognition, Identifying","Open source, MIT License",Open Source Geospatial Foundation,Other,Active,"ANSI C, C++, DTED, ECW, ESRI Shapefiles, GeoTIFF, GML, JFIF, JPEG, JPEG2000, KML, Mapinfo mid/mif, MrSID, NITF, PostGIS, SDTS, TAB, Tagged Image File Format (TIFF), geohumanities",,http://dirtdirectory.org/resources/gdal,6/7/16
FocusOPEN Digital Asset Manager,"Windows .NET based open source Digital Asset Management solution designed for medium size preservation, cataloguing, media archiving and batch transcoding.
",http://focusopen.com/,,"Open source, GNU GPL, GNU Affero GPL",FocusOPEN Software,Other,Active,"archival software, digital asset management, Digital Preservation",,http://dirtdirectory.org/resources/focusopen-digital-asset-manager,12/29/14
Calibre,"Calibre is a free and open source ebook library management application, including options for syncing to devices and converting between a large number of formats. Calibre also has a built-in e-book editor for EPUB and AZW3 formats.
",http://calibre-ebook.com/,"Capture, Conversion, Gathering, Enrichment, Editing, Storage, Organizing","Open source, GNU GPL, GNU GPL v3",Kovid Goyal,Other,Active,"ebooks, epub, djvu, HTML, mobi, odt, PDF, DH Answers, azw3",,http://dirtdirectory.org/resources/calibre,12/29/14
